longitude,latitude
144.870600,13.528889
144.874271,13.528888
144.874199,13.529835
144.874068,13.529835
144.874190,13.530682
144.874834,13.533492
144.872527,13.532560
144.872089,13.533557
144.870885,13.533541
144.870600,13.528889
