"x","y"
"272244.40625","1494176.12499"
"272238.062509","1494168.0"
"272228.093758","1494165.25"
"272218.156249","1494161.62499"
"272208.187497","1494162.50001"
"272198.218745","1494161.62499"
"272189.156252","1494167.00001"
"272183.718747","1494176.12499"
"272173.749995","1494177.875"
"272163.781244","1494176.12499"
"272153.843758","1494175.25"
"272143.875006","1494178.87501"
"272136.625007","1494186.12501"
"272126.656255","1494187.87499"
"272116.687503","1494191.5"
"272110.34374","1494199.625"
"272101.31249","1494205.12501"
"272090.437502","1494204.125"
"272079.718754","1494200.875"
"272069.750002","1494198.125"
"272061.593744","1494191.74999"
"272053.43751","1494185.50001"
"272043.500001","1494189.12499"
"272033.531249","1494188.12501"
"272023.562497","1494184.62499"
"272013.593746","1494181.875"
"272004.531252","1494177.37499"
"271994.562501","1494178.25001"
"271984.624992","1494175.50001"
"271977.374993","1494167.375"
"271967.406241","1494165.49999"
"271956.531254","1494165.49999"
"271946.562502","1494163.75001"
"271936.59375","1494165.49999"
"271925.750006","1494165.49999"
"271916.68749","1494160.99999"
"271912.156243","1494152.00001"
"271904.000009","1494145.625"
"271894.031257","1494144.75001"
"271884.062505","1494142.00001"
"271876.812506","1494134.74999"
"271870.468742","1494126.625"
"271860.531257","1494123.00001"
"271850.562505","1494123.875"
"271841.499988","1494118.50001"
"271831.53126","1494114.87499"
"271823.375002","1494108.50001"
"271815.218744","1494102.125"
"271808.000011","1494093.125"
"271800.749989","1494085.875"
"271793.49999","1494078.625"
"271787.156249","1494070.37501"
"271784.437497","1494060.49999"
"271782.625003","1494050.49999"
"271783.531261","1494040.5"
"271776.281239","1494033.25"
"271767.218746","1494027.875"
"271773.562509","1494019.74999"
"271776.281239","1494009.75"
"271769.937498","1494001.625"
"271759.968746","1493998.87501"
"271750.031261","1493997.99999"
"271743.687497","1493989.875"
"271739.156251","1493980.75"
"271731.906251","1493972.62501"
"271728.28124","1493962.62501"
"271725.562511","1493952.62499"
"271724.656252","1493942.74999"
"271721.031241","1493932.75"
"271720.125006","1493922.75"
"271718.312488","1493912.87501"
"271718.312488","1493902.0"
"271721.9375","1493892.0"
"271729.187499","1493884.75"
"271739.156251","1493882.00001"
"271749.125002","1493878.37499"
"271750.031261","1493867.50001"
"271748.218744","1493857.62501"
"271746.40625","1493847.62499"
"271749.125002","1493837.62499"
"271746.40625","1493827.75"
"271749.125002","1493817.75"
"271746.40625","1493807.75001"
"271744.593756","1493797.75001"
"271752.718747","1493791.5"
"271749.125002","1493780.62499"
"271742.781239","1493772.375"
"271740.968745","1493762.5"
"271740.062509","1493752.50001"
"271744.593756","1493743.5"
"271743.687497","1493733.50001"
"271736.437498","1493726.25001"
"271736.437498","1493715.375"
"271742.781239","1493707.25"
"271743.687497","1493697.25001"
"271742.781239","1493687.24999"
"271741.875003","1493677.37499"
"271739.156251","1493667.375"
"271738.249992","1493656.50001"
"271743.687497","1493647.5"
"271739.156251","1493638.375"
"271738.249992","1493628.37501"
"271748.218744","1493625.75001"
"271754.531241","1493617.5"
"271755.4375","1493607.625"
"271757.093755","1493597.24999"
"271757.093755","1493586.5"
"271755.281261","1493576.50001"
"271752.562508","1493566.50001"
"271746.218745","1493558.375"
"271739.906247","1493550.25"
"271732.656248","1493541.99999"
"271726.312507","1493533.875"
"271724.49999","1493524.0"
"271729.937495","1493514.875"
"271738.999989","1493510.375"
"271746.218745","1493502.25001"
"271748.031239","1493492.25001"
"271744.406251","1493482.24999"
"271737.187495","1493474.99999"
"271730.843754","1493466.875"
"271724.49999","1493458.75001"
"271728.125001","1493448.74999"
"271737.187495","1493444.25001"
"271744.406251","1493436.99999"
"271748.937497","1493427.87501"
"271744.406251","1493418.875"
"271745.312509","1493408.87501"
"271748.031239","1493399.00001"
"271749.843756","1493388.99999"
"271749.843756","1493378.125"
"271750.749991","1493368.12501"
"271751.65625","1493358.12499"
"271753.468744","1493348.24999"
"271757.999991","1493339.12501"
"271765.24999","1493331.0"
"271774.312506","1493326.49999"
"271782.468741","1493320.12501"
"271781.562505","1493310.12499"
"271784.281258","1493300.24999"
"271787.906246","1493290.25"
"271792.437493","1493280.25"
"271798.781256","1493272.12501"
"271802.406244","1493262.12499"
"271807.812506","1493252.24999"
"271813.249988","1493243.12499"
"271818.687494","1493234.12501"
"271824.124999","1493225.00001"
"271822.312505","1493215.12501"
"271812.343753","1493210.50001"
"271808.718742","1493200.62501"
"271805.999989","1493190.62499"
"271801.500009","1493181.50001"
"271796.062504","1493172.5"
"271791.531257","1493163.5"
"271787.906246","1493153.5"
"271786.093752","1493143.50001"
"271784.281258","1493133.50001"
"271779.750011","1493124.5"
"271769.781259","1493120.87499"
"271763.437496","1493112.75"
"271757.093755","1493104.62501"
"271750.749991","1493096.375"
"271743.499992","1493089.125"
"271738.093753","1493080.12499"
"271737.187495","1493070.125"
"271732.656248","1493061.12499"
"271732.656248","1493060.125"
"271721.9375","1493050.5"
"271711.968748","1493046.87501"
"271701.999996","1493044.25001"
"271693.843761","1493037.875"
"271688.437499","1493028.75"
"271679.375006","1493021.5"
"271673.937501","1493012.49999"
"271667.59376","1493004.375"
"271659.437503","1492997.99999"
"271649.468751","1492994.37501"
"271643.12501","1492986.24999"
"271636.781246","1492978.125"
"271629.56249","1492970.875"
"271622.312491","1492963.625"
"271612.343739","1492959.99999"
"271603.281246","1492955.37499"
"271596.937505","1492947.25"
"271592.406259","1492938.24999"
"271584.250001","1492931.87501"
"271575.187508","1492927.37501"
"271566.156258","1492921.87499"
"271557.093741","1492917.37501"
"271547.12499","1492912.87501"
"271537.156261","1492909.25"
"271527.187509","1492908.375"
"271518.124993","1492903.75"
"271509.093743","1492899.25"
"271499.124991","1492896.5"
"271495.500003","1492886.62501"
"271487.343745","1492880.25"
"271480.093746","1492875.75"
"271479.187511","1492873.87499"
"271474.656241","1492864.87501"
"271468.3125","1492856.74999"
"271459.250007","1492851.25"
"271452.031251","1492844.0"
"271446.593746","1492835.0"
"271436.624994","1492832.25"
"271427.562501","1492826.75001"
"271418.500008","1492820.5"
"271412.156244","1492812.37501"
"271407.624997","1492803.25"
"271401.281257","1492795.12501"
"271395.843751","1492786.00001"
"271389.531254","1492777.87499"
"271379.562502","1492777.0"
"271369.59375","1492772.5"
"271362.343751","1492765.25"
"271356.000011","1492756.125"
"271356.000011","1492745.25001"
"271353.281258","1492735.37501"
"271343.312506","1492731.75"
"271341.499989","1492721.75"
"271339.687495","1492711.75001"
"271329.750009","1492713.62499"
"271319.781258","1492710.0"
"271313.437494","1492701.74999"
"271307.093753","1492693.625"
"271303.468742","1492683.75"
"271298.03126","1492674.625"
"271293.49999","1492665.62499"
"271288.062508","1492656.50001"
"271284.437497","1492646.49999"
"271283.531239","1492636.62499"
"271283.531239","1492625.75001"
"271280.812509","1492614.0"
"271272.687495","1492607.625"
"271261.812507","1492607.625"
"271251.843755","1492604.00001"
"271252.749991","1492593.99999"
"271259.99999","1492586.74999"
"271256.375002","1492576.87499"
"271251.843755","1492567.74999"
"271246.40625","1492558.75001"
"271238.249993","1492551.50001"
"271228.281241","1492554.12501"
"271218.312489","1492555.125"
"271209.281239","1492550.5"
"271200.218746","1492545.99999"
"271191.156252","1492539.62501"
"271183.906253","1492531.49999"
"271174.84376","1492526.125"
"271165.781244","1492520.62501"
"271155.812492","1492517.0"
"271146.781242","1492511.625"
"271137.718749","1492506.12501"
"271128.656255","1492501.62501"
"271120.499998","1492495.25"
"271114.156257","1492487.12501"
"271105.999999","1492480.75"
"271096.937506","1492474.50001"
"271086.999997","1492470.875"
"271077.031246","1492471.74999"
"271067.062494","1492470.875"
"271057.093742","1492469.0"
"271046.218755","1492469.0"
"271036.250003","1492468.12501"
"271026.312494","1492464.49999"
"271018.15626","1492458.12501"
"271009.093743","1492451.875"
"271000.937509","1492445.49999"
"270990.968757","1492441.00001"
"270988.250004","1492430.99999"
"270986.43751","1492421.0"
"270980.093747","1492412.87501"
"270971.062497","1492408.375"
"270961.093745","1492409.25"
"270951.124993","1492410.12501"
"270942.968758","1492403.75"
"270933.000007","1492400.12499"
"270926.656243","1492399.25"
"270923.031255","1492397.49999"
"270913.093746","1492395.62499"
"270903.124994","1492396.625"
"270893.156243","1492397.49999"
"270883.187491","1492394.75"
"270875.031256","1492388.37499"
"270865.062504","1492387.5"
"270856.000011","1492383.0"
"270846.062503","1492382.125"
"270838.812503","1492389.375"
"270827.937493","1492389.375"
"270818.875","1492384.75"
"270808.906248","1492386.62501"
"270799.843755","1492392.0"
"270790.812505","1492396.625"
"270779.937494","1492396.625"
"270769.968743","1492392.99999"
"270759.999991","1492392.0"
"270749.125004","1492392.0"
"270739.156252","1492394.75"
"270729.218743","1492397.49999"
"270719.249991","1492399.25"
"270709.28124","1492395.62499"
"270699.312511","1492396.625"
"270694.781241","1492405.62501"
"270686.625006","1492411.99999"
"270677.56249","1492416.5"
"270667.625005","1492413.75"
"270657.656253","1492410.12501"
"270648.59376","1492405.62501"
"270638.625008","1492406.5"
"270634.093761","1492397.49999"
"270631.375009","1492387.5"
"270626.843739","1492378.49999"
"270616.906253","1492376.62501"
"270607.84376","1492381.12499"
"270601.499996","1492389.375"
"270595.156256","1492397.49999"
"270585.187504","1492401.125"
"270576.125011","1492405.62501"
"270566.156259","1492402.0"
"270557.125009","1492396.625"
"270559.812495","1492386.62501"
"270554.406256","1492377.5"
"270546.249999","1492370.25"
"270538.999999","1492377.5"
"270535.375011","1492387.5"
"270525.40626","1492383.87501"
"270516.343743","1492377.5"
"270507.28125","1492382.125"
"270502.750003","1492372.12501"
"270508.187509","1492363.00001"
"270504.562497","1492353.12501"
"270496.437506","1492346.75"
"270486.468754","1492345.87501"
"270476.500002","1492349.49999"
"270467.437509","1492354.87499"
"270458.374993","1492359.37499"
"270449.3125","1492364.87501"
"270438.437489","1492364.87501"
"270428.500004","1492363.00001"
"270419.43751","1492357.62501"
"270414.906241","1492348.50001"
"270404.937489","1492345.87501"
"270396.781254","1492339.5"
"270386.812503","1492341.25001"
"270376.874994","1492339.5"
"270367.812501","1492333.12499"
"270359.656243","1492326.875"
"270353.312502","1492318.62499"
"270346.062503","1492311.375"
"270336.093751","1492308.75"
"270324.312506","1492311.375"
"270314.374997","1492315.00001"
"270303.50001","1492315.00001"
"270292.624999","1492313.25"
"270282.656248","1492309.62501"
"270272.687496","1492308.75"
"270263.625003","1492303.25"
"270254.593752","1492297.87501"
"270244.625001","1492296.0"
"270235.562507","1492291.5"
"270225.593756","1492289.625"
"270219.249992","1492287.87499"
"270212.906251","1492286.00001"
"270202.9375","1492285.12499"
"270192.999991","1492283.37501"
"270183.031239","1492279.75"
"270172.156252","1492279.75"
"270162.1875","1492277.875"
"270154.937501","1492270.625"
"270147.687502","1492263.375"
"270137.749993","1492264.37501"
"270129.593758","1492258.0"
"270120.531242","1492253.5"
"270110.56249","1492252.50001"
"270104.21875","1492244.37499"
"270094.249998","1492242.62501"
"270085.187505","1492237.125"
"270079.781243","1492228.12501"
"270069.812491","1492227.125"
"270059.843739","1492226.25001"
"270051.687504","1492219.00001"
"270042.625011","1492214.50001"
"270033.562495","1492208.125"
"270023.593743","1492205.5"
"270014.562493","1492200.875"
"270006.406258","1492194.62501"
"270000.062495","1492186.375"
"269993.718754","1492178.25001"
"269989.187507","1492169.25"
"269983.750002","1492160.125"
"269973.78125","1492155.625"
"269966.531251","1492148.375"
"269959.312495","1492141.125"
"269949.343743","1492137.50001"
"269937.562498","1492133.875"
"269930.312498","1492126.625"
"269921.250005","1492121.25"
"269912.187489","1492116.62501"
"269902.21876","1492119.375"
"269892.281252","1492120.24999"
"269885.031252","1492112.99999"
"269879.593747","1492104.00001"
"269869.624995","1492101.24999"
"269860.562502","1492096.75001"
"269852.406244","1492089.50001"
"269843.343751","1492085.00001"
"269833.406243","1492081.375"
"269823.437491","1492083.125"
"269814.374998","1492077.75001"
"269807.124998","1492070.50001"
"269798.062505","1492064.125"
"269788.999989","1492059.625"
"269779.062503","1492056.00001"
"269771.812504","1492048.74999"
"269770.906245","1492038.74999"
"269768.187493","1492028.875"
"269758.218741","1492027.87501"
"269748.249989","1492028.875"
"269738.281261","1492025.25001"
"269730.125003","1492018.875"
"269721.093753","1492014.375"
"269711.125001","1492010.75001"
"269701.156249","1492008.87501"
"269691.187497","1492009.75"
"269681.218746","1492004.375"
"269674.875005","1491996.25001"
"269666.718747","1491989.875"
"269657.687497","1491985.375"
"269648.625004","1491980.75"
"269642.28124","1491972.62501"
"269635.9375","1491970.00001"
"269634.125006","1491964.49999"
"269625.968748","1491958.12501"
"269615.999996","1491960.87501"
"269606.031244","1491958.12501"
"269598.812511","1491950.87501"
"269596.093759","1491940.99999"
"269597.906253","1491930.99999"
"269587.937501","1491929.12499"
"269580.687502","1491921.87499"
"269576.156255","1491912.87501"
"269571.625009","1491903.875"
"269564.375009","1491894.75"
"269556.218752","1491888.37499"
"269548.062494","1491882.125"
"269538.125008","1491877.5"
"269529.062492","1491882.125"
"269519.09374","1491878.49999"
"269509.124988","1491875.75"
"269496.437507","1491872.12501"
"269489.187508","1491864.87501"
"269482.87501","1491856.74999"
"269476.531247","1491848.625"
"269472.906259","1491838.62501"
"269465.656259","1491831.37501"
"269464.750001","1491821.37499"
"269465.656259","1491811.375"
"269466.562495","1491801.5"
"269464.750001","1491791.5"
"269462.937507","1491781.50001"
"269452.968755","1491780.62499"
"269445.718756","1491773.37499"
"269443.906239","1491763.375"
"269437.562498","1491755.25001"
"269428.500005","1491748.875"
"269429.40624","1491739.0"
"269438.468757","1491733.50001"
"269440.281251","1491723.62501"
"269432.124993","1491717.25"
"269423.093743","1491710.875"
"269418.562496","1491701.87501"
"269417.656261","1491691.87499"
"269419.468755","1491681.875"
"269419.468755","1491671.00001"
"269414.03125","1491662.0"
"269407.687509","1491653.87499"
"269400.43751","1491646.62499"
"269392.281252","1491640.25001"
"269394.093746","1491630.25001"
"269389.5625","1491621.25"
"269383.218759","1491613.12499"
"269379.593748","1491603.125"
"269370.531255","1491597.625"
"269364.218757","1491589.49999"
"269362.40624","1491579.49999"
"269365.093749","1491569.625"
"269358.781252","1491561.5"
"269356.062499","1491551.50001"
"269349.718759","1491550.62499"
"269346.093748","1491548.74999"
"269337.93749","1491542.37501"
"269328.874997","1491537.875"
"269327.062502","1491527.87501"
"269322.531256","1491518.875"
"269308.937493","1491514.375"
"269299.906243","1491509.75"
"269290.84375","1491505.24999"
"269283.59375","1491498.0"
"269276.343751","1491490.75"
"269268.187494","1491484.50001"
"269260.031259","1491478.125"
"269251.875001","1491471.74999"
"269250.062507","1491461.75"
"269241.937492","1491455.50001"
"269233.781258","1491449.125"
"269229.250011","1491440.125"
"269221.999989","1491432.875"
"269213.843754","1491426.49999"
"269209.312508","1491416.5"
"269203.875002","1491407.49999"
"269194.812509","1491402.87499"
"269190.28124","1491392.99999"
"269183.062507","1491385.74999"
"269174.906249","1491379.37501"
"269165.843756","1491374.875"
"269163.125003","1491364.87501"
"269154.06251","1491360.37501"
"269144.093758","1491358.5"
"269136.843759","1491351.25"
"269131.406254","1491342.25"
"269123.281239","1491335.87499"
"269115.125004","1491329.50001"
"269110.593758","1491320.5"
"269106.968747","1491310.5"
"269096.999995","1491309.62501"
"269088.84376","1491303.25001"
"269085.218749","1491293.37501"
"269075.249997","1491289.74999"
"269066.218747","1491285.125"
"269058.968748","1491277.875"
"269050.81249","1491271.62501"
"269046.281244","1491262.50001"
"269037.21875","1491258.0"
"269027.249999","1491253.5"
"269019.093741","1491246.25"
"269012.75","1491238.12501"
"269008.218754","1491229.00001"
"268999.187503","1491223.62501"
"268989.218752","1491220.0"
"268981.968753","1491212.75"
"268973.812495","1491206.37499"
"268964.750002","1491201.0"
"268954.78125","1491199.12499"
"268944.843741","1491200.00001"
"268934.874989","1491201.0"
"268925.812496","1491195.50001"
"268921.28125","1491186.5"
"268916.750003","1491177.375"
"268919.468755","1491167.375"
"268921.28125","1491157.5"
"268911.312498","1491158.37499"
"268901.343746","1491160.125"
"268893.187511","1491153.87499"
"268884.156261","1491148.375"
"268885.968755","1491138.5"
"268877.812497","1491132.12499"
"268867.843746","1491128.5"
"268860.593747","1491121.25001"
"268856.968758","1491111.25001"
"268851.531253","1491102.25"
"268845.18749","1491093.99999"
"268837.93749","1491086.74999"
"268829.781256","1491074.99999"
"268822.5625","1491070.50001"
"268818.78125","1491059.37501"
"268816.062497","1491054.75001"
"268809.718757","1491046.625"
"268806.093745","1491036.625"
"268803.374993","1491026.75"
"268797.031252","1491018.62501"
"268788.874994","1491012.25"
"268785.250006","1491002.25001"
"268775.281255","1490994.12499"
"268768.937491","1490986.0"
"268763.500009","1490976.875"
"268757.187511","1490968.75001"
"268747.218759","1490962.375"
"268740.874996","1490954.25001"
"268738.156243","1490944.24999"
"268729.09375","1490938.0"
"268720.031257","1490933.375"
"268717.312504","1490923.50001"
"268711.874999","1490914.375"
"268705.531258","1490905.375"
"268702.812506","1490893.62499"
"268699.218761","1490883.625"
"268694.687491","1490873.625"
"268689.250009","1490864.625"
"268682.00001","1490856.37501"
"268676.562505","1490847.375"
"268672.031258","1490838.375"
"268660.249989","1490831.125"
"268651.187496","1490826.5"
"268641.25001","1490825.625"
"268631.281259","1490824.74999"
"268623.125001","1490818.37501"
"268614.968743","1490812.0"
"268610.437497","1490802.99999"
"268600.468745","1490800.25"
"268590.499993","1490799.375"
"268581.468743","1490793.87501"
"268576.937496","1490784.87501"
"268569.687497","1490777.62501"
"268561.531239","1490771.25"
"268553.375005","1490765.00001"
"268545.218747","1490758.625"
"268538.875006","1490750.49999"
"268530.718749","1490744.12501"
"268524.375008","1490735.99999"
"268518.06251","1490727.875"
"268513.531241","1490723.25"
"268505.375006","1490717.875"
"268496.31249","1490712.37499"
"268488.156255","1490706.125"
"268480.906256","1490698.875"
"268471.84374","1490694.25"
"268464.59374","1490687.0"
"268456.468749","1490680.74999"
"268451.937502","1490671.62499"
"268458.281243","1490663.5"
"268454.656255","1490653.5"
"268448.312491","1490645.37499"
"268440.156256","1490639.00001"
"268431.09374","1490643.625"
"268421.125011","1490647.24999"
"268414.781248","1490639.00001"
"268421.125011","1490630.87499"
"268423.843741","1490620.875"
"268418.406259","1490611.87499"
"268418.406259","1490601.0"
"268421.125011","1490591.00001"
"268419.312494","1490581.12501"
"268422.937505","1490571.12499"
"268420.218753","1490561.12499"
"268410.250001","1490560.25"
"268401.218751","1490555.75"
"268394.87501","1490547.62501"
"268394.87501","1490536.75"
"268394.87501","1490525.87501"
"268391.249999","1490515.87499"
"268384.906259","1490507.75"
"268378.562495","1490499.49999"
"268370.40626","1490493.25"
"268360.437508","1490489.62499"
"268350.468757","1490486.875"
"268342.343742","1490480.50001"
"268334.187507","1490474.25"
"268324.218756","1490463.37499"
"268319.687509","1490454.25001"
"268315.156239","1490445.25"
"268307.000005","1490438.875"
"268303.374993","1490428.875"
"268296.124994","1490421.625"
"268293.406242","1490411.75"
"268295.218759","1490401.75001"
"268298.843747","1490391.74999"
"268291.593748","1490383.625"
"268291.593748","1490372.75001"
"268290.687489","1490362.74999"
"268280.750004","1490360.12499"
"268270.781252","1490358.24999"
"268260.8125","1490356.50001"
"268254.468759","1490348.25"
"268259.000006","1490339.25001"
"268268.062499","1490334.75001"
"268271.68751","1490324.74999"
"268267.156241","1490315.62501"
"268257.187489","1490313.00001"
"268248.124996","1490318.37501"
"268245.406243","1490328.375"
"268243.593749","1490338.375"
"268234.531256","1490333.75"
"268224.593747","1490331.125"
"268215.531254","1490326.5"
"268211.906243","1490316.625"
"268205.562502","1490308.50001"
"268203.750008","1490298.50001"
"268202.84375","1490288.49999"
"268197.406244","1490279.50001"
"268188.343751","1490274.87501"
"268178.374999","1490272.25001"
"268168.406248","1490271.25"
"268158.468739","1490274.0"
"268152.124998","1490282.12501"
"268150.312504","1490292.125"
"268140.343752","1490290.375"
"268135.812506","1490281.24999"
"268134.906247","1490271.25"
"268127.656248","1490264.0"
"268117.687496","1490261.375"
"268107.718745","1490260.37499"
"268098.687494","1490265.00001"
"268090.53126","1490271.25"
"268084.187496","1490263.12501"
"268074.218744","1490261.375"
"268073.312509","1490251.37501"
"268079.656249","1490243.24999"
"268084.187496","1490234.12501"
"268082.375002","1490224.25001"
"268072.40625","1490225.125"
"268063.343757","1490230.5"
"268053.375005","1490231.50001"
"268043.437497","1490230.5"
"268034.375003","1490226.0"
"268027.125004","1490218.75"
"268021.687499","1490209.74999"
"268015.343758","1490200.62501"
"268008.999995","1490192.5"
"267999.031243","1490189.75"
"267989.96875","1490185.25"
"267988.156256","1490175.25"
"267981.843758","1490167.12501"
"267974.593759","1490159.0"
"267966.437501","1490152.62499"
"267961.906255","1490143.62501"
"267960.093761","1490133.62501"
"267957.375008","1490123.62499"
"267951.937503","1490114.62501"
"267943.781245","1490108.25"
"267933.812493","1490104.62499"
"267926.562494","1490096.5"
"267923.875008","1490086.5"
"267913.906256","1490083.75001"
"267915.71875","1490073.87501"
"267906.656257","1490068.37499"
"267909.375009","1490065.74999"
"267893.062494","1490055.75"
"267883.093742","1490052.12501"
"267880.374989","1490042.12499"
"267874.031249","1490034.0"
"267871.312496","1490024.00001"
"267863.187505","1490017.625"
"267852.312494","1490017.625"
"267845.062495","1490010.5"
"267840.531249","1490001.37499"
"267838.718755","1489991.375"
"267834.187508","1489982.37499"
"267833.281249","1489972.375"
"267826.03125","1489965.125"
"267819.68751","1489957.00001"
"267816.968757","1489947.00001"
"267807.906241","1489942.50001"
"267801.593743","1489934.37499"
"267796.156261","1489925.24999"
"267791.624991","1489916.25001"
"267784.374992","1489909.00001"
"267777.124993","1489901.75001"
"267769.874994","1489894.50001"
"267761.718759","1489888.125"
"267752.656243","1489883.625"
"267744.531251","1489877.24999"
"267739.093746","1489868.25001"
"267735.468758","1489858.24999"
"267734.5625","1489848.25"
"267733.656241","1489837.37501"
"267728.218759","1489828.375"
"267718.250007","1489827.50001"
"267709.187491","1489821.99999"
"267704.656244","1489813.00001"
"267703.750009","1489802.99999"
"267704.656244","1489793.0"
"267696.50001","1489786.75001"
"267689.25001","1489779.50001"
"267683.843748","1489770.37501"
"267673.874997","1489767.75001"
"267666.624997","1489760.50001"
"267663.000009","1489750.49999"
"267653.031257","1489748.62501"
"267643.062506","1489750.49999"
"267636.718742","1489742.375"
"267627.687492","1489736.87501"
"267621.343751","1489728.74999"
"267616.812505","1489718.75"
"267610.468741","1489710.62501"
"267603.218742","1489703.37501"
"267602.312506","1489693.37499"
"267600.499989","1489683.49999"
"267598.687495","1489673.5"
"267590.53126","1489666.25"
"267581.468744","1489661.74999"
"267575.125003","1489653.625"
"267568.78124","1489645.37499"
"267559.74999","1489639.99999"
"267552.49999","1489632.75"
"267547.968744","1489623.62499"
"267542.531239","1489614.62501"
"267532.56251","1489611.0"
"267525.312511","1489603.75"
"267517.156253","1489597.37499"
"267514.4375","1489591.125"
"267507.218744","1489588.37501"
"267499.06251","1489582.0"
"267489.999993","1489575.62499"
"267481.843759","1489569.37501"
"267473.687501","1489563.0"
"267465.531243","1489556.62499"
"267457.375009","1489550.25001"
"267451.031245","1489541.25"
"267442.906253","1489534.875"
"267432.937502","1489526.75"
"267429.31249","1489516.75001"
"267422.062491","1489509.50001"
"267417.531245","1489500.5"
"267414.812492","1489490.50001"
"267412.093739","1489480.49999"
"267407.562493","1489471.50001"
"267397.593741","1489468.75001"
"267384.937503","1489467.87499"
"267378.593739","1489459.75"
"267369.531246","1489455.25"
"267360.468753","1489449.75001"
"267350.500001","1489446.125"
"267341.437508","1489441.62499"
"267331.468756","1489438.00001"
"267325.156258","1489428.00001"
"267315.187507","1489424.375"
"267305.218755","1489422.62499"
"267300.687508","1489413.49999"
"267293.437509","1489406.24999"
"267284.374993","1489401.75001"
"267274.406241","1489398.125"
"267264.468755","1489397.25001"
"267254.500004","1489393.62499"
"267244.531252","1489391.74999"
"267235.468759","1489387.25001"
"267227.312501","1489380.875"
"267217.343749","1489384.49999"
"267208.312499","1489380.00001"
"267200.156241","1489373.62501"
"267191.093748","1489368.25001"
"267181.124996","1489369.125"
"267174.781256","1489361.00001"
"267164.812504","1489359.12501"
"267158.46874","1489368.25001"
"267153.937494","1489377.24999"
"267144.000008","1489375.50001"
"267139.468761","1489366.37501"
"267130.406245","1489361.875"
"267120.437493","1489361.00001"
"267110.468742","1489363.75001"
"267099.593754","1489363.75001"
"267089.656246","1489360.12499"
"267079.687494","1489361.00001"
"267070.625001","1489366.37501"
"267060.656249","1489367.37499"
"267050.687497","1489368.25001"
"267040.718745","1489365.49999"
"267030.78126","1489367.37499"
"267023.531261","1489374.62499"
"267014.468744","1489379.125"
"267004.499992","1489375.50001"
"266994.531241","1489371.875"
"266985.468747","1489367.37499"
"266979.125007","1489359.12501"
"266969.187498","1489362.74999"
"266959.218746","1489364.625"
"266949.249995","1489363.75001"
"266941.09376","1489357.375"
"266945.625007","1489348.37499"
"266942.906254","1489338.375"
"266932.937502","1489336.49999"
"266922.062492","1489336.49999"
"266912.999999","1489331.99999"
"266909.406254","1489322.0"
"266912.125006","1489312.125"
"266916.62501","1489302.99999"
"266915.718751","1489293.12499"
"266908.499995","1489285.87499"
"266901.249996","1489278.625"
"266891.281244","1489275.875"
"266881.312492","1489272.25001"
"266871.343741","1489274.0"
"266869.531247","1489283.99999"
"266866.812494","1489294.00001"
"266860.468753","1489302.125"
"266850.531245","1489304.875"
"266839.656257","1489305.74999"
"266833.312494","1489297.625"
"266823.343742","1489294.875"
"266816.093743","1489302.125"
"266814.281249","1489312.125"
"266803.406238","1489312.125"
"266797.062498","1489303.87501"
"266789.843742","1489296.62501"
"266780.781249","1489292.12501"
"266772.624991","1489285.87499"
"266765.374992","1489278.625"
"266757.218757","1489272.25001"
"266748.156241","1489267.75001"
"266738.187489","1489266.75"
"266728.250003","1489264.125"
"266718.281251","1489262.24999"
"266710.124994","1489255.87501"
"266700.156242","1489254.125"
"266689.281255","1489254.125"
"266679.312503","1489255.87501"
"266680.218738","1489246.00001"
"266682.937491","1489235.99999"
"266679.312503","1489226.0"
"266672.093747","1489217.87501"
"266663.937489","1489211.5"
"266653.062502","1489207.87501"
"266643.09375","1489206.125"
"266634.031257","1489201.625"
"266626.781258","1489194.375"
"266619.531258","1489187.125"
"266613.218761","1489178.87499"
"266605.062503","1489172.625"
"266597.812504","1489164.50001"
"266591.46874","1489156.25"
"266583.312506","1489149.99999"
"266575.156248","1489143.62501"
"266578.781259","1489133.62501"
"266587.843752","1489129.12501"
"266597.812504","1489128.24999"
"266598.718739","1489118.25"
"266596.906245","1489108.25"
"266591.46874","1489099.25"
"266586.031258","1489090.12499"
"266583.312506","1489080.24999"
"266576.968742","1489072.00001"
"266567.906249","1489067.5"
"266557.937497","1489069.37501"
"266548.000011","1489070.25"
"266538.03126","1489069.37501"
"266528.062508","1489067.5"
"266518.093756","1489064.75001"
"266513.562509","1489055.75"
"266506.31251","1489048.5"
"266495.4375","1489049.37499"
"266485.499991","1489048.5"
"266476.437498","1489043.12501"
"266469.187499","1489035.87501"
"266460.125006","1489040.37501"
"266451.062489","1489045.75001"
"266441.999996","1489050.37501"
"266435.656255","1489058.5"
"266431.156252","1489068.375"
"266422.999994","1489075.625"
"266417.562489","1489084.75"
"266407.59376","1489082.0"
"266399.437503","1489075.625"
"266392.187503","1489068.375"
"266382.218752","1489065.75"
"266373.187501","1489061.125"
"266360.656259","1489062.375"
"266350.687507","1489064.25"
"266340.718755","1489063.24999"
"266329.843745","1489063.24999"
"266319.906259","1489064.25"
"266300.874991","1489070.49999"
"266290.90624","1489074.125"
"266280.937511","1489077.74999"
"266270.968759","1489080.50001"
"266260.124992","1489080.50001"
"266250.15624","1489077.74999"
"266235.656242","1489072.37499"
"266226.593749","1489066.875"
"266217.531255","1489061.50001"
"266209.374998","1489054.25001"
