"x","y"
"273232.625003","1505917.62501"
"273237.125007","1505908.625"
"273241.656253","1505899.5"
"273247.093758","1505890.49999"
"273251.625005","1505881.37499"
"273257.968746","1505873.25"
"273264.312509","1505865.12501"
"273267.937497","1505855.12501"
"273269.749991","1505845.25001"
"273267.937497","1505835.24999"
"273267.031239","1505825.25"
"273267.937497","1505815.375"
"273272.468744","1505806.25"
"273281.53126","1505801.74999"
"273284.24999","1505791.75"
"273284.24999","1505780.87501"
"273284.24999","1505770.0"
"273286.062507","1505760.00001"
"273293.312506","1505752.875"
"273297.81251","1505742.87501"
"273302.343756","1505733.75001"
"273305.062509","1505722.875"
"273301.437498","1505713.0"
"273300.531239","1505702.12501"
"273308.687497","1505689.37499"
"273306.875003","1505679.5"
"273303.249992","1505669.5"
"273305.062509","1505656.75001"
"273310.499991","1505647.75"
"273316.843755","1505639.62501"
"273324.999989","1505633.25"
"273322.28126","1505623.25001"
"273316.843755","1505614.25"
"273316.843755","1505603.37499"
"273316.843755","1505591.62499"
"273313.218743","1505581.62499"
"273310.499991","1505571.625"
"273314.125002","1505561.75"
"273320.468743","1505553.49999"
"273322.28126","1505543.62499"
"273324.093754","1505533.625"
"273323.187495","1505522.75001"
"273324.093754","1505512.74999"
"273322.28126","1505506.5"
"273322.28126","1505501.00001"
"273323.187495","1505490.99999"
"273327.718742","1505482.00001"
"273328.625","1505471.99999"
"273329.531259","1505462.0"
"273329.531259","1505451.25"
"273329.531259","1505440.37499"
"273333.156247","1505430.375"
"273333.156247","1505419.49999"
"273334.968741","1505409.49999"
"273339.500011","1505399.5"
"273342.21874","1505389.625"
"273345.843751","1505379.62501"
"273347.656245","1505367.875"
"273344.031257","1505357.87501"
"273345.843751","1505347.87499"
"273347.656245","1505337.99999"
"273349.468739","1505328.0"
"273356.687495","1505320.75"
"273363.031259","1505312.625"
"273362.125001","1505302.62501"
"273370.281258","1505296.25"
"273373.906246","1505286.375"
"273377.531258","1505276.37501"
"273380.25001","1505266.37499"
"273385.687492","1505257.37501"
"273388.406245","1505247.37501"
"273392.937491","1505236.5"
"273394.750009","1505226.50001"
"273399.281255","1505217.5"
"273406.531254","1505210.25"
"273412.874995","1505202.12501"
"273418.281257","1505193.00001"
"273424.624998","1505184.87499"
"273433.687491","1505179.5"
"273442.750007","1505174.875"
"273450.000006","1505167.625"
"273458.156241","1505161.37501"
"273465.40624","1505154.12501"
"273472.656239","1505146.87501"
"273482.593748","1505144.12499"
"273491.656241","1505139.62501"
"273502.531252","1505133.25001"
"273510.687509","1505126.875"
"273520.656261","1505123.25001"
"273530.62499","1505120.62501"
"273540.562498","1505117.0"
"273549.624992","1505112.375"
"273558.687508","1505107.875"
"273568.65626","1505105.125"
"273575.0","1505102.5"
"273579.531247","1505100.625"
"273589.499999","1505094.37501"
"273596.718755","1505087.12501"
"273603.062496","1505078.875"
"273609.406259","1505070.75001"
"273618.468752","1505060.74999"
"273626.62501","1505054.5"
"273633.875009","1505047.25"
"273641.125009","1505040.0"
"273653.781247","1505039.12501"
"273663.749999","1505038.125"
"273672.812492","1505031.87501"
"273682.781244","1505032.75"
"273691.84376","1505037.25001"
"273702.718747","1505037.25001"
"273712.656256","1505034.49999"
"273723.531243","1505030.875"
"273733.499995","1505027.24999"
"273742.562511","1505022.75001"
"273752.53124","1505021.0"
"273761.593756","1505016.375"
"273771.531242","1505018.25001"
"273780.593758","1505012.74999"
"273787.843757","1505005.49999"
"273797.812509","1505001.875"
"273807.781261","1504999.25"
"273816.843754","1504993.74999"
"273826.812506","1504992.0"
"273834.937497","1504985.625"
"273843.99999","1504980.25"
"273854.875001","1504980.25"
"273864.843753","1504982.00001"
"273874.812504","1504981.12499"
"273877.531257","1504973.875"
"273884.781256","1504975.625"
"273894.718742","1504971.99999"
"273903.781258","1504967.50001"
"273911.031257","1504960.24999"
"273921.000009","1504959.375"
"273930.968761","1504957.49999"
"273940.937489","1504960.24999"
"273951.781257","1504960.24999"
"273960.84375","1504954.87499"
"273969.906243","1504949.375"
"273978.968759","1504944.875"
"273988.031253","1504940.375"
"273998.000004","1504936.75001"
"274007.968756","1504934.875"
"274017.000006","1504929.50001"
"274026.968758","1504925.875"
"274036.93751","1504922.25001"
"274046.906239","1504921.37499"
"274056.87499","1504918.625"
"274066.843742","1504916.74999"
"274075.874992","1504912.24999"
"274085.843744","1504911.375"
"274095.812496","1504908.625"
"274103.968753","1504902.25"
"274109.406259","1504893.25001"
"274118.468752","1504888.75001"
"274134.750001","1504884.12501"
"274144.718753","1504885.125"
"274154.687505","1504887.75"
"274164.656256","1504889.625"
"274174.625008","1504893.25001"
"274181.875007","1504885.99999"
"274188.218748","1504877.875"
"274195.437504","1504870.625"
"274203.593739","1504864.24999"
"274211.749997","1504857.87501"
"274219.906254","1504850.62501"
"274229.875006","1504848.00001"
"274239.843758","1504846.12501"
"274249.781243","1504840.75001"
"274260.656254","1504832.5"
"274270.625006","1504828.87501"
"274280.593757","1504825.25"
"274290.562509","1504823.49999"
"274299.625002","1504818.0"
"274308.656252","1504813.5"
"274326.781239","1504804.49999"
"274336.749991","1504800.00001"
"274345.812507","1504794.5"
"274354.875","1504789.99999"
"274363.937493","1504785.50001"
"274372.968743","1504780.87499"
"274390.187494","1504774.625"
"274400.156246","1504770.99999"
"274410.124998","1504769.12501"
"274416.468739","1504767.375"
"274424.624996","1504765.5"
"274434.562505","1504762.75"
"274444.531257","1504759.12499"
"274453.59375","1504753.75"
"274462.656243","1504749.24999"
"274471.71876","1504744.62499"
"274481.687511","1504742.87501"
"274492.531255","1504742.87501"
"274502.500007","1504741.99999"
"274512.468759","1504743.75"
"274522.437511","1504744.62499"
"274532.40624","1504741.99999"
"274542.374991","1504738.37501"
"274552.3125","1504735.62501"
"274562.281252","1504734.74999"
"274573.156239","1504732.87499"
"274581.312497","1504726.625"
"274588.562496","1504719.375"
"274598.531248","1504715.74999"
"274613.000003","1504715.74999"
"274622.968755","1504717.5"
"274632.937506","1504719.375"
"274642.906258","1504715.74999"
"274652.87501","1504713.87499"
"274662.843739","1504712.125"
"274674.593741","1504711.12499"
"274684.562493","1504709.37501"
"274694.531245","1504708.49999"
"274708.125008","1504704.87501"
"274718.09376","1504702.12501"
"274728.031245","1504705.75"
"274737.999997","1504704.87501"
"274747.968749","1504701.24999"
"274754.312489","1504693.00001"
"274762.468747","1504686.75"
"274773.343758","1504683.12501"
"274783.312509","1504679.5"
"274793.249995","1504675.87501"
"274806.843758","1504675.87501"
"274816.81251","1504674.00001"
"274825.875003","1504669.5"
"274837.656249","1504667.74999"
"274847.593757","1504663.12499"
"274857.562509","1504659.50001"
"274866.625002","1504655.0"
"274876.593754","1504651.37499"
"274886.562506","1504649.62501"
"274896.531258","1504650.5"
"274906.468743","1504649.62501"
"274916.437495","1504646.0"
"274922.781259","1504643.25"
"274930.031258","1504640.5"
"274940.00001","1504641.375"
"274950.874997","1504642.37501"
"274960.843749","1504639.62499"
"274969.874999","1504634.125"
"274979.843751","1504630.50001"
"274988.906244","1504626.00001"
"274999.781254","1504626.00001"
"275009.750006","1504625.12499"
"275019.718758","1504622.375"
"275029.656243","1504619.75"
"275039.624995","1504617.87499"
"275049.593747","1504615.125"
"275058.65624","1504610.62499"
"275069.53125","1504609.75"
"275079.500002","1504607.875"
"275088.531252","1504603.37499"
"275098.500004","1504599.75001"
"275110.28125","1504598.0"
"275121.15626","1504598.0"
"275131.124989","1504597.00001"
"275141.093741","1504596.12499"
"275151.031249","1504594.37501"
"275161.90626","1504594.37501"
"275171.875011","1504588.875"
"275181.84374","1504585.25001"
"275191.812492","1504582.50001"
"275209.906258","1504581.625"
"275219.87501","1504579.87501"
"275228.031245","1504573.5"
"275235.281244","1504566.25001"
"275244.34376","1504561.75"
"275253.406253","1504557.25"
"275261.562511","1504550.87499"
"275271.499997","1504546.37501"
"275280.56249","1504541.75001"
"275290.531242","1504538.125"
"275301.406252","1504535.5"
"275311.375004","1504538.125"
"275322.218748","1504538.125"
"275332.1875","1504540.0"
"275342.156251","1504539.12501"
"275352.125003","1504538.125"
"275362.093755","1504537.25001"
"275372.062507","1504536.37499"
"275381.999992","1504533.625"
"275389.249992","1504526.375"
"275395.593755","1504518.25001"
"275404.656248","1504513.75"
"275414.625","1504514.625"
"275424.593752","1504517.37499"
"275434.562504","1504518.25001"
"275444.499989","1504519.125"
"275452.656247","1504512.74999"
"275460.812505","1504506.5"
"275470.781257","1504509.125"
"275480.750008","1504507.375"
"275489.812502","1504502.0"
"275494.343748","1504492.875"
"275504.281257","1504492.00001"
"275514.250009","1504491.12499"
"275523.312502","1504485.625"
"275540.781244","1504482.00001"
"275561.625006","1504478.375"
"275585.187498","1504471.99999"
"275616.875004","1504464.74999"
"275654.906251","1504459.375"
"275683.906248","1504452.99999"
"275705.656245","1504452.99999"
"275742.781257","1504445.74999"
"275786.250009","1504446.62501"
"275802.562501","1504455.75001"
"275826.09375","1504466.5"
"275841.500007","1504482.00001"
"275858.718758","1504488.25"
"275882.281249","1504490.99999"
"275914.874991","1504494.62501"
"275944.750003","1504499.12501"
"275966.500001","1504504.625"
"275992.781245","1504513.62501"
"276021.749998","1504526.375"
"276049.84376","1504541.75001"
"276067.937503","1504554.37501"
"276087.875007","1504569.87499"
"276109.625004","1504581.625"
"276128.625006","1504589.75001"
"276142.218746","1504597.00001"
"276165.781261","1504614.25"
"276179.375","1504625.12499"
"276192.937497","1504630.50001"
"276211.062507","1504626.875"
"276227.374999","1504623.25001"
"276243.656248","1504622.375"
"276263.593752","1504621.5"
"276275.374998","1504619.625"
"276293.500007","1504612.375"
"276303.437493","1504600.625"
"276318.84375","1504583.375"
"276337.781242","1504569.24999"
"276345.906257","1504568.375"
"276355.875009","1504569.24999"
"276365.843761","1504565.625"
"276375.812489","1504566.5"
"276385.781241","1504564.75001"
"276395.749993","1504561.125"
"276405.687501","1504561.99999"
"276415.656253","1504563.0"
"276424.718746","1504558.375"
"276441.031239","1504557.49999"
"276450.999991","1504555.75"
"276460.062507","1504551.12501"
"276467.28124","1504558.375"
"276477.249992","1504559.37499"
"276488.125002","1504557.49999"
"276498.093754","1504554.74999"
"276508.062506","1504552.12499"
"276517.124999","1504547.49999"
"276526.156249","1504542.125"
"276536.125001","1504538.50001"
"276545.187494","1504533.0"
"276555.156246","1504531.25001"
"276562.406245","1504523.99999"
"276573.281255","1504523.99999"
"276581.406247","1504517.62501"
"276588.656246","1504509.49999"
"276598.624998","1504511.25"
"276608.593749","1504508.625"
"276614.93749","1504500.50001"
"276619.46876","1504491.375"
"276627.624994","1504485.0"
"276634.874994","1504477.75"
"276640.312499","1504468.74999"
"276646.624996","1504460.625"
"276656.593748","1504458.75"
"276666.5625","1504459.62501"
"276675.624993","1504465.125"
"276681.062498","1504474.12501"
"276689.218756","1504480.49999"
"276700.093743","1504483.24999"
"276710.031252","1504484.12501"
"276720.000004","1504479.625"
"276726.343744","1504471.50001"
"276736.312496","1504467.875"
"276746.281248","1504466.87501"
"276756.25","1504467.875"
"276765.28125","1504463.25"
"276775.250002","1504460.625"
"276785.218753","1504459.62501"
"276796.093741","1504463.25"
"276806.968751","1504463.25"
"276816.937503","1504465.125"
"276826.875011","1504468.74999"
"276836.84374","1504470.5"
"276847.71875","1504470.5"
"276858.593761","1504468.74999"
"276868.562489","1504465.125"
"276878.531241","1504464.25001"
"276888.46875","1504461.49999"
"276896.625008","1504455.12501"
"276906.593759","1504457.00001"
"276917.468747","1504457.875"
"276927.437498","1504457.00001"
"276937.40625","1504459.62501"
"276947.343759","1504456.0"
"276953.687499","1504447.87501"
"276964.56251","1504447.87501"
"276972.718744","1504454.24999"
"276978.15625","1504457.875"
"276984.49999","1504456.0"
"276992.656248","1504449.74999"
"277000.78124","1504456.0"
"277011.65625","1504456.0"
"277019.812508","1504449.74999"
"277028.875001","1504445.25001"
"277037.937494","1504439.74999"
"277046.093752","1504433.37501"
"277056.062504","1504434.375"
"277066.906248","1504434.375"
"277076.874999","1504435.24999"
"277086.843751","1504433.37501"
"277096.812503","1504432.5"
"277106.781255","1504433.37501"
"277117.656242","1504433.37501"
"277128.500009","1504436.12501"
"277138.468761","1504439.74999"
"277149.343748","1504439.74999"
"277159.3125","1504440.62501"
"277169.281252","1504443.37501"
"277178.312502","1504448.75"
"277187.374995","1504453.375"
"277197.343747","1504452.37499"
"277207.312499","1504450.625"
"277217.281251","1504454.24999"
"277227.250002","1504451.5"
"277237.218754","1504447.87501"
"277246.250004","1504443.37501"
"277256.218756","1504440.62501"
"277266.187508","1504441.625"
"277276.156259","1504442.49999"
"277287.937505","1504438.875"
"277296.968755","1504433.37501"
"277306.031249","1504428.87501"
"277316.0","1504429.75"
"277325.062494","1504425.25"
"277335.031245","1504426.12501"
"277344.093739","1504431.625"
"277351.343761","1504438.875"
"277361.281246","1504441.625"
"277372.156257","1504441.625"
"277378.499997","1504433.37501"
"277385.749997","1504426.12501"
"277396.625007","1504426.12501"
"277406.593759","1504427.125"
"277415.656252","1504422.5"
"277426.499996","1504422.5"
"277433.749995","1504429.75"
"277437.375006","1504439.74999"
"277447.343758","1504441.625"
"277458.218745","1504441.625"
"277468.187497","1504442.49999"
"277482.656252","1504438.875"
"277491.718746","1504433.37501"
"277501.687497","1504432.5"
