trap_id,latitude,longitude
X0638,13.555,144.81194
X0639,13.55441,144.81151
X0640,13.50329,144.78894
X0641,13.55124,144.81149
X0642,13.55322,144.81209
X0643,13.5011,144.79156
X0644,13.50434,144.78799
X0645,13.50388,144.78773
X0646,13.50265,144.79036
X0647,13.5449,144.80969
X0648,13.57875,144.8317
X0649,13.50274,144.78815
X0650,13.5036,144.78799
X0651,13.5031,144.79303
x0652,13.44189,144.78767
X0653,13.50095,144.7879
X0654,13.54305,144.8119
X0655,13.50285,144.78908
X0656,13.5019,144.78523
x0657,13.49938,144.78922
X0658,13.50267,144.79161
X0659,13.50186,144.78561
X0660,13.55396,144.81195
X0661,13.50417,144.78889
X0662,13.54407,144.8121
X0663,13.55736,144.81534
X0664,13.54408,144.81136
X0665,13.5015,144.78914
X0666,13.50209,144.79526
x0666B,13.36957,144.75234
X0667,13.50204,144.78879
X0668,13.56394,144.84328
X0669,13.55219,144.8119
X0670,13.57546,144.82883
X0671,13.44588,144.67317
X0672,13.50168,144.78673
X0673,13.50264,144.7879
X0674,13.50385,144.78766
X0675,13.50286,144.7876
X0676,13.55646,144.81438
X0677,13.54347,144.80879
X0678,13.55521,144.81303
X0679,13.50408,144.78912
X0680,13.50369,144.7886
x0681,13.49907,144.79004
X0682,13.50259,144.7907
X0683,13.50209,144.78609
X0684,13.50406,144.78934
X0685,13.50382,144.78899
X0686,13.50261,144.78712
X0687,13.50249,144.79031
x0688,13.50017,144.78949
X0689,13.54798,144.81093
X0690,13.55719,144.81473
X0691,13.50192,144.79402
X0692,13.55583,144.81384
X0693,13.50064,144.78891
X0694,13.55617,144.81415
X0695,13.44089,144.7885
X0696,13.50981,144.80196
X0697,13.54277,144.81136
X0698,13.50131,144.79207
x0699a,13.46947,144.76027
X0700,13.50061,144.7892
X0701,13.55754,144.8159
X0702,13.55169,144.81161
x0703,13.43929,144.78705
x0704,13.44225,144.78795
x0705,13.50981,144.80196
X0706,13.54444,144.81166
x0707,13.50025,144.79021
X0708,13.54963,144.81085
X0709,13.50243,144.79521
X0710,13.54348,144.8119
x0711,13.4993,144.79001
X0712,13.501,144.78835
X0713,13.54979,144.81039
x0714,13.44289,144.79054
X0715,13.50248,144.78442
X0716,13.50091,144.78903
X0717,13.50113,144.79037
X0718,13.50214,144.78473
X0719,13.50113,144.79008
X0720,13.501,144.78769
x0721,13.49921,144.79083
x0722,13.49856,144.79092
x0723,13.50007,144.78986
x0724,13.49963,144.78961
x0725,13.49894,144.79112
x0726,13.44,144.78751
X0727,13.54249,144.8121
X0729,13.55261,144.81204
x0730,13.44388,144.78593
X0731,13.5548,144.81155
X0732,13.55076,144.81133
X0733,13.54356,144.81207
X0734,13.54863,144.811
x0735,13.44194,144.786
X0736,13.5016,144.79326
X0737,13.5018,144.79352
X0738,13.5556,144.81358
X0739,13.50072,144.78954
X0740,13.5439,144.81084
X0741,13.50126,144.78749
X0742,13.51256,144.80702
X0743,13.50965,144.80642
x0744,13.47815,144.735
x0745,13.50905,144.80484
x0746,13.51237,144.80524
x0747,13.5124,144.8046
X0748,13.49925,144.78574
x0749,13.51145,144.80516
X0750,13.51064,144.80705
X0751,13.51119,144.80817
x0752,13.51205,144.80341
x0753,13.5112,144.80406
X0754,13.51101,144.80862
X0755,13.5128,144.80695
x0756,13.51246,144.80347
x0757,13.51355,144.80676
x0758,13.50874,144.80551
x0759,13.51471,144.80539
x0760,13.35668,144.74609
X0761,13.51264,144.80719
x0762,13.51461,144.80589
x0763,13.51553,144.8065
x0764,13.36914,144.74292
X0765,13.50975,144.80785
x0766,13.50976,144.80521
X0767,13.50908,144.80658
x0768,13.50035833,144.79768
X0769,13.4989,144.79597
x0770,13.51261,144.80585
x0771,13.51161,144.8054
X0772,13.48525,144.77664
x0773,13.45358,144.68724
x0775,13.47174,144.70837
x0776,13.42515,144.67821
x0777,13.47673,144.72278
x0778,13.51154,144.80345
x0779,13.51287,144.80527
x0780,13.51544,144.81027
x0781,13.38457,144.72594
x0782,13.41372,144.67651
x0782A,13.49984167,144.7907
x0783,13.49953667,144.7872733
X0784,13.50909,144.80724
x0785,13.51288,144.80632
x0786,13.5114,144.80392
x0786A,13.27134,144.66299
x0787,13.40352,144.6655
x0788,13.50979,144.80339
x0789,13.32942,144.66231
x0790,13.43774,144.68028
x0791,13.51085,144.80444
x0792,13.47906,144.76472
x0793,13.46562,144.69469
x0794,13.27516,144.74887
x0795,13.30762,144.67419
x0796,13.26798,144.73935
x0797,13.39198,144.66164
x0798,13.35834,144.77022
x0799,13.25596,144.68399
x0800,13.28275,144.66228
x0801,13.35343,144.65338
x0802,13.47736,144.74893
X0803,13.50699,144.80446
x0804,13.37963,144.65306
x0805,13.33959,144.65842
x0806,13.31442,144.76468
X0807,13.50858,144.80818
x0808,13.37565,144.74792
x0809,13.38121,144.75948
x0810,13.38603,144.77246
x0811,13.33629,144.76268
x0812,13.29678,144.66351
x0813,13.33636,144.76245
x0814,13.37382,144.77133
x0815,13.34177,144.77141
X0815M,13.27961,144.66339
X0815PB,13.42773,144.78247
x0816,13.39997,144.68372
x0817,13.24728,144.70847
x0818,13.25683,144.73373
x0819,13.32368,144.67249
X0820,13.50066,144.78639
X0821,13.50906,144.80763
x0822,13.36765,144.65086
X0823,13.51149,144.80757
X0824,13.51041,144.80806
x0825,13.49925,144.78957
x0826,13.49846,144.79044
X0827,13.5086,144.80641
X0828,13.50664,144.80328
x0829,13.51364,144.80579
x0830,13.49912,144.78906
x0831,13.2503,144.72183
x0832,13.50004,144.78908
x0833,13.28594,144.75366
x0834,13.50039,144.79083
x0835,13.25076,144.69392
x0836,13.40921,144.67787
x0837,13.26232,144.67513
x0838,13.49858,144.7914
x0839,13.49827,144.78966
x0840,13.30247,144.66264
X0841,13.51015,144.80606
x0842,13.49782,144.78928
x0843,13.4984,144.78926
x0844,13.51385,144.80458
x0845,13.50444,144.80472
X0845a,13.50406,144.80481
x0846,13.50390167,144.7976633
x0847,13.51348,144.80461
x0848,13.51129,144.80579
X0849,13.51035,144.80585
X0849a,13.50962,144.80602
X0850,13.50818,144.80122
X0851,13.50761,144.80554
X0852,13.50741,144.80138
X0853,13.50598,144.80336
X0854,13.50986,144.80817
x0855,13.50383,144.79822
X0856,13.51018,144.80713
x0857,13.51184,144.8037
X0858,13.51093,144.80815
X0859,13.51083,144.80862
X0860,13.50008,144.7878
x0861,13.51239,144.80391
x0862,13.51064,144.80569
X0863,13.50837,144.80461
x0864,13.51425,144.80493
X0864a,13.51385,144.80458
X0865,13.51086,144.80656
X0866,13.50787,144.80591
x0867,13.50905,144.80594
X0868,13.50946,144.80695
X0869,13.51118,144.80704
x0870,13.51015,144.8031
x0871,13.3924,144.71362
x0872,13.35343,144.75888
x0873,13.29987,144.76048
X0874,13.50063,144.78722
x0875,13.4013,144.70462
x0876,13.40463,144.69199
x0877,13.51082,144.80414
x0878,13.51241,144.80594
x0879,13.37571,144.73645
x0880,13.50378667,144.7990933
x0882,13.50375,144.79721
X0883,13.50984,144.80641
X0884,13.50035,144.78705
X0885,13.50604,144.80441
X0886,13.51,144.80179
X0886a,13.51,144.80176
x0887,13.49954667,144.7945567
X0888,13.5064,144.80237
x0889,13.504475,144.7984333
X0890,13.50622,144.80368
X0891,13.50779,144.80467
x0892,13.49883333,144.7886017
X0893,13.50659,144.80449
X0894,13.50644,144.80429
X0895,13.50598,144.80255
x0896,13.50836,144.80626
X0897,13.50663,144.80414
x0898,13.49917833,144.7949817
X0899,13.50775,144.80449
X0900,13.50706,144.80347
X0901,13.50764,144.80153
X0903,13.5053,144.80522
X0904,13.5077,144.80251
X0905,13.50633,144.80298
X0906,13.50468,144.80498
X0907,13.5066,144.80215
X0908,13.50971,144.80186
x0909,13.504395,144.7990967
X0910,13.50729,144.80295
X0911,13.50951,144.80238
X0911B,,
X0911BG,13.3756,144.76022
x0912,13.504835,144.79878
X0913,13.50997,144.80226
X0914,13.51031,144.80226
X0915,13.50822,144.80345
X0915a,13.50273,144.80119
X0916,13.50412,144.80267
x0917,13.505325,144.8000633
X0919,13.50448,144.80504
X0920,13.4991,144.79111
X0921,13.50787,144.80331
X0922,13.5071,144.80435
X0923,13.50815,144.8038
X0924,13.50839,144.80391
X0925,13.50834,144.80276
X0926,13.50657,144.80273
X0927,13.50728,144.80232
X0928,13.50736,144.8006
x0929,13.51192,144.80603
X0930,13.50253,144.8002
x0931,13.50607667,144.8005783
x0932,13.50475,144.7995433
x0933,13.505235,144.799525
x0934,13.50490167,144.8005417
x0935,13.50645167,144.800635
x0935a,13.46439,144.72522
X0936,13.50461,144.80444
x0937,13.50181333,144.796975
x0938,13.505035,144.8029117
x0939,13.49791667,144.7954883
X0940,13.53523,144.811811
X0941,13.50065,144.79674
X0942,13.50678,144.79936
x0943,13.50026833,144.79447
X0944,13.50076,144.79716
X0945,13.52472,144.81674
x0946,13.50444167,144.7997333
x0947,13.50528,144.80244
X0948,13.53571,144.8083
X0948A,13.53595,144.80813
x0949,13.50489167,144.802525
x0950,13.50453,144.8025467
X0951,13.52164,144.81129
x0952,13.50385667,144.79972
x0953,13.502745,144.8000617
x0954,13.50550833,144.8026983
X0955,13.5011,144.7962
X0956,13.50086,144.79564
X0957,13.50054,144.79443
X0958,13.50123,144.79715
X0959,13.50041,144.79724
X0960,13.50391,144.80315
X0961,13.49976,144.7886
x0962,13.49951667,144.795205
x0963,13.49980333,144.79502
x0965,13.49799333,144.7958783
x0965T,13.49772,144.79594
x0966,13.49973333,144.7957017
x0967,13.50308833,144.8002283
X0968,13.50405,144.80391
X0969,13.50072,144.79498
X0970,13.52022,144.81187
x0971,13.49937,144.7965383
X0972,13.52349,144.81128
X0973,13.5246,144.81335
X0974,13.52261,144.81754
X0975,13.53639,144.80843
x0976,13.49917167,144.79541
x0977,13.49829333,144.7959233
X0978,13.50077,144.79611
X0979,13.50311,144.80188
X0980,13.50501,144.80385
x0981,13.504885,144.8000433
X0981R,13.61548,144.84161
x0982,13.500365,144.79638
X0983,13.50439,144.80322
x0984,13.50001667,144.79666
X0985,13.49973,144.79631
X0986,13.5011,144.79765
X0987,13.50083,144.79755
X0988,13.50492,144.80444
x0989,13.49988833,144.794405
X0990,13.52411,144.81393
X0991,13.50365,144.80186
X0992,13.5001,144.79611
x0993,13.49859,144.7953183
X0994,13.52548,144.81322
X0995,13.53016,144.81096
X0996,13.52167,144.81163
x0997,13.50149167,144.7969233
X0998,13.52329,144.8129
X0998a,13.52329,144.8129
X0999,13.52047,144.81126
X1000,13.52224,144.81161
X1001,13.53799,144.80792
X1002,13.52424,144.81784
X1003,13.5345,144.81163
X1004,13.5342,144.80855
X1005,13.53735,144.80827
X1006,13.52096,144.81163
X1007,13.52455,144.81404
X1008,13.52278,144.81322
X1009,13.52059,144.81589
X1010,13.52542,144.81274
X1011,13.52086,144.8166
X1012,13.52482,144.81477
X1013,13.52042,144.81235
X1014,13.5233,144.81255
X1015,13.52376,144.81113
X1016,13.52059,144.81371
X1017,13.53106,144.81096
X1018,13.5368,144.80676
X1019,13.5337,144.80679
X1020,13.52561,144.81227
X1021,13.53445,144.80626
X1022,13.53093,144.81003
X1023,13.52343,144.81825
X1024,13.52078,144.81697
X1025,13.52128,144.81656
X1026,13.51991,144.81499
X1027,13.5252,144.81572
X1028,13.52176,144.81479
X1029,13.52505,144.81293
X1030,13.51997,144.81607
X1031,13.52345,144.81589
X1032,13.52573,144.81567
X1033,13.52035,144.81158
X1034,13.52466,144.81761
X1035,13.52504,144.8118
X1036,13.52137,144.81697
X1037,13.52237,144.81644
X1038,13.51978,144.81447
X1039,13.52501,144.8136
X1040,13.5204,144.81459
X1041,13.53335,144.81073
X1042,13.53379,144.81122
X1043,13.53359,144.81152
X1044,13.53369,144.80569
X1045,13.52408,144.81285
X1046,13.52132,144.81807
X1047,13.52202,144.81195
X1048,13.53337,144.80809
X1049,13.51925,144.81526
X1050,13.52516,144.81621
X1051,13.52158,144.81488
X1052,13.53488,144.80843
X1053,13.52097,144.8158
X1054,13.53354,144.80814
X1055,13.52486,144.81239
X1056,13.50196,144.80019
X1057,13.50149,144.80273
X1058,13.50189,144.80022
X1059,13.52183,144.81807
X1060,13.51976,144.81401
X1061,13.54533,144.90881
x1061A,13.5453,144.9088
X1062,13.52386,144.81573
X1063,13.52165,144.81223
X1064,13.52408,144.81357
X1065,13.53353,144.8069
X1066,13.52333,144.81339
X1067,13.53107,144.82346
X1068,13.52233,144.81259
X1069,13.50159,144.80334
X1070,13.52176,144.81479
X1071,13.50019,144.80058
X1072,13.50066,144.80063
X1073,13.52021,144.8138
X1074,13.50224,144.80269
X1075,13.50222,144.80322
X1076,13.50342,144.80542
X1077,13.5026,144.80325
X1078,13.50081,144.79921
X1079,13.5018,144.80418
X1080,13.52462,144.81564
X1081,13.501,144.7999
X1082,13.50108,144.80089
X1083,13.50034,144.79941
X1089,13.49967,144.79947
x1090,13.5022,144.80081
X1091,13.50229,144.80095
X1092,13.50061,144.80016
X1093,13.50203,144.78294
X1094,13.50096,144.7832
X1095,13.50414,144.77992
x1096,13.50347833,144.781735
X1096a,13.50314,144.78174
X1097,13.5028,144.78174
X1098,13.50224,144.78265
X1099,13.50169,144.80109
X1100,13.52523,144.81525
X1101,13.50136,144.80075
X1102,13.52424,144.81636
X1103,13.5333,144.81792
X1104,13.5208,144.81218
X1105,13.50072,144.78235
X1106,13.51933,144.85419
X1107,13.5034,144.78108
X1108,13.50332,144.78075
x1109,13.50246,144.78297
X1110,13.52278,144.81381
X1111,13.52111,144.81288
X1112,13.52199,144.81264
X1113,13.52404,144.81239
X1114,13.52216,144.81111
X1115,13.61731,144.83644
X1116,13.52348,144.81445
X1117,13.52253,144.81857
X1118,13.49602,144.77539
X1119,13.52374,144.81519
X1120,13.52413,144.81526
X1121,13.52459,144.81229
X1122,13.50425,144.78128
X1123,13.52227,144.81615
X1123a,13.5211,144.81355
X1124,13.52204,144.81345
X1125,13.52227,144.81615
X1126,13.52554,144.81435
X1127,13.52193,144.817
X1128,13.52311,144.81752
X1129,13.52457,144.81277
X1130,13.52501,144.81757
X1131,13.52297,144.81755
X1132,13.52179,144.81654
X1133,13.52288,144.81516
X1134,13.52117,144.81415
X1135,13.52462,144.81108
X1136,13.5362,144.81224
X1137,13.52339,144.81177
X1138,13.52468,144.8118
X1139,13.5358,144.80626
X1140,13.52494,144.81522
X1141,13.52397,144.81174
X1142,13.52401,144.81454
X1143,13.54615,144.82408
X1144,13.52291,144.81473
X1145,13.52589,144.81357
X1146,13.50407,144.78172
X1147,13.50527,144.7785
X1148,13.50317,144.78308
X1149,13.5039,144.78116
X1150,13.50507,144.77995
X1151,13.50628,144.7784
X1152,13.5039,144.782
X1153,13.523,144.81648
X1154,13.50191,144.78143
X1155,13.53468,144.81148
X1156,13.5015,144.78308
X1157,13.50357,144.78242
X1158,13.50472,144.78127
X1159,13.50599,144.7784
X1160,13.50144,144.78195
X1161,13.50197,144.78258
X1162,13.5001,144.78253
X1163,13.50204,144.8022
X1164,13.52111,144.81139
X1165,13.49951,144.78302
X1166,13.50548,144.77933
X1167,13.49985,144.78342
X1168,13.50253,144.78112
X1168a,13.50253,144.78117
X1169,13.50412,144.7809
X1170,13.50175,144.78212
X1171,13.49992,144.78304
X1172,13.53427,144.81007
X1173,13.53553,144.8103
X1174,13.5323,144.8091
X1175,13.53498,144.81099
X1175a,13.53496,144.81105
X1176,13.53361,144.8092
X1177,13.53613,144.8071
X1178,13.53271,144.80713
X1179,13.53365,144.80983
X1180,13.5365,144.80816
X1181,13.53554,144.8071
X1182,13.52028,144.81239
X1183,13.53198,144.80896
X1184,13.5354,144.80864
X1185,13.5359,144.80926
X1186,13.53546,144.81153
X1187,13.53537,144.80775
X1188,13.53164,144.80714
X1189,13.53131,144.81161
X1190,13.53427,144.80946
X1191,13.53607,144.80979
X1192,13.49831,144.77563
X1193,13.53266,144.80724
X1194,13.53485,144.8085
X1194a,13.49762,144.77451
X1195,13.53166,144.80724
X1195a,13.53595,144.80851
X1196,13.53507,144.812
X1197,13.5346,144.81303
X1198,13.53638,144.80931
X1199,13.50261,144.80342
X1200,13.49933,144.77556
x1200A,13.49964,144.77727
x1200B,13.49835,144.77785
X1201,13.4988,144.77557
X1202,13.53595,144.80768
X1203,13.53657,144.80737
X1204,13.49993,144.77251
X1205,13.53653,144.81043
X1206,13.53438,144.81317
X1207,13.53599,144.81095
X1208,13.53548,144.81098
X1209,13.53428,144.81296
X1210,13.53037,144.81225
X1211,13.53124,144.81318
X1212,13.53064,144.81224
X1215,13.53482,144.80713
X1216,13.53405,144.81224
X1217,13.53556,144.8121
X1218,13.49211,144.77559
X1219,13.52958,144.81088
X1220,13.53533,144.80942
X1220a,13.53531,144.80931
X1221,13.53489,144.81036
X1221a,13.53489,144.81043
X1222,13.52905,144.80682
X1223,13.53417,144.80733
X1224,13.5351,144.80974
X1225,13.53158,144.81107
X1226,13.5321,144.81138
X1227,13.53211,144.81197
X1228,13.49965,144.77251
X1229,13.53139,144.81232
X1230,13.53031,144.81197
X1231,13.53555,144.80986
X1231a,13.53559,144.80985
X1232,13.53441,144.80574
X1233,13.53138,144.81287
X1234,13.4983,144.77446
X1235,13.53653,144.80989
X1236,13.5366,144.80866
X1237,13.53358,144.81017
X1238,13.53433,144.81036
X1239,13.5276,144.80666
X1240,13.53205,144.81273
X1241,13.53503,144.80905
X1242,13.53051,144.80749
X1243,13.49605,144.77452
X1244,13.53484,144.80788
X1245,13.52905,144.80678
X1246,13.47823,144.7399
X1247,13.53089,144.80619
X1248,13.53319,144.80615
X1249,13.52967,144.8073
X1250,13.52963,144.80725
X1251,13.49682,144.7749
X1252,13.53039,144.8073
X1253,13.53098,144.80754
X1255,13.53049,144.80716
X1256,13.533,144.80879
X1257,13.49827,144.77185
X1258,13.49706,144.7724
X1259,13.53328,144.80436
X1260,13.49827,144.77601
X1261,13.52926,144.80625
X1262,13.5326,144.80491
X1263,13.5287,144.8065
X1265,13.49679,144.77393
X1266,13.53479,144.80731
X1266a,13.49765,144.7716
X1267,13.53203,144.81102
X1268,13.49666,144.77615
X1269,13.50112,144.77835
X1270,13.52916,144.80565
X1271,13.5283,144.8068
X1272,13.50078,144.77417
X1273,13.49664,144.77429
X1273R,13.61619,144.84151
X1274,13.5326,144.80611
X1275,13.53265,144.80522
X1276,13.53199,144.80613
X1277,13.53586,144.81045
X1278,13.49737,144.7713
X1279,13.49597,144.77246
X1279a,13.49564,144.77516
X1280,13.53607,144.81157
X1280a,13.50132,144.77507
X1281,13.50236,144.77415
X1282,13.49603,144.77316
X1283,13.53032,144.80621
X1284,13.50073,144.7758
X1285,13.49612,144.77415
X1286,13.49557,144.77708
X1287,13.53214,144.807088
X1288,13.53337,144.80474
X1289,13.49561,144.77548
X1290,13.53211,144.80512
X1291,13.50191,144.77532
X1292,13.49756,144.77697
X1293,13.53269,144.80571
X1294,13.53143,144.80618
X1295,13.53271,144.80805
X1296,13.49823,144.77748
X1297,13.53222,144.80541
X1298,13.50261,144.77443
X1299,13.53321,144.80567
X1300,13.50131,144.77249
X1301,13.49873,144.77261
X1302,13.52807,144.80653
X1303,13.49623,144.7738
X1304,13.4973,144.77434
X1305,13.49758,144.77204
X1306,13.49879,144.77441
X1307,13.49686,144.77726
X1308,13.52976,144.80624
X1309,13.50103,144.77041
X1310,13.50185,144.77475
X1311,13.49761,144.77254
X1312,13.50198,144.77252
X1313,13.49872,144.77172
X1314,13.50164,144.77115
X1315,13.49673,144.77271
X1316,13.4966,144.7735
X1317,13.50061,144.77254
X1318,13.49879,144.77499
X1319,13.5021,144.77167
X1320,13.50233,144.77481
X1321,13.50021,144.77196
X1322,13.49773,144.77515
X1323,13.49364,144.77664
X1324,13.49896,144.77609
X1325,13.4956,144.77673
X1326,13.49758,144.77303
X1327,13.49707,144.77222
X1328,13.49731,144.77368
X1329,13.53156,144.8077
X1330,13.49756,144.77596
X1331,13.49825,144.77264
X1332,13.49806,144.77496
X1333,13.49733,144.77049
X1334,13.50009,144.77135
X1335,13.4961,144.77589
X1336,13.53325,144.80523
X1337,13.50188,144.7738
X1337a,13.53758,144.90823
X1338,13.49453,144.7766
X1339,13.49488,144.77609
X1340,13.49367,144.77631
X1340a,13.49962,144.77336
X1341,13.49716,144.77603
X1342,13.49765,144.77073
X1343,13.50197,144.7731
X1344,13.51829,144.85497
X1345,13.49735,144.77748
X1346,13.52176,144.81479
X1347,13.49689,144.77145
X1348,13.47758,144.74657
X1349,13.50212,144.77126
X1349a,13.50649,144.80919
X1349R,13.61589,144.84169
X1350,13.50136,144.77628
X1351,13.50307,144.77289
X1352,13.50342,144.775
X1353,13.50518,144.77545
X1355,13.47758,144.74496
X1356,13.50372,144.77546
X1357,13.5024,144.77095
X1358,13.50528,144.77416
X1359,13.50574,144.77527
X1360,13.49634,144.77716
X1361,13.50439,144.77447
X1362,13.47757,144.74464
X1363,13.48051,144.7468
X1364,13.50247,144.77745
X1365,13.50287,144.77529
X1366,13.50455,144.77479
X1367,13.47793,144.74017
X1368,13.50219,144.77567
X1369,13.50389,144.77661
X1370,13.50211,144.77652
X1371,13.49756,144.7746
X1372,13.50567,144.77476
X1373,13.50445,144.77593
X1374,13.5055,144.77446
X1375,13.4775,144.74748
X1376,13.50546,144.77583
X1377,13.50295,144.77598
X1378,13.47795,144.74907
X1379,13.47751,144.74544
X1380,13.49399,144.77763
X1381,13.61653,144.84224
X1382,13.61666,144.84145
x1384,13.46915,144.72739
X1385,13.46285,144.75978
X1388,13.54038,144.90759
X1389,13.47703,144.76405
X1390,13.61626,144.84137
x1391,13.463,144.75644
x1392,13.46405,144.75697
X1393,13.50248,144.77861
x1394,13.51829,144.85483
X1395,13.61555,144.84198
X1397,13.54086,144.90904
x1398,13.41182,144.77351
X1399,13.61612,144.84192
X1403,13.39874,144.7066
X1404,13.46303,144.75917
X1406,13.61717,144.84157
X1407,13.46666,144.73874
X1408,13.5316,144.91792
X1409,13.53765,144.9068
X1410,13.5364,144.9077
X1411,13.472,144.75824
x1413,13.49719,144.80534
x1414,13.47206,144.75827
X1415,13.61379,144.84155
X1416,13.47827,144.74126
x1417,13.46428,144.75049
X1418,13.45576,144.76208
X1419,13.47816,144.76501
X1420,13.45554,144.76276
X1421,13.47678,144.74188
X1423,13.61455,144.84145
X1423R,13.61452,144.8418
x1424,13.46427,144.72395
X1426,13.61608,144.84207
x1426a,13.41928,144.74522
X1427,13.50324,144.80455
X1427a,13.46978,144.75427
X1429,13.47757,144.74277
X1430R,13.61636,144.84175
X1431R,13.61523,144.84158
X1432,13.61653,144.84206
x1433,13.46462,144.75644
x1434,13.46393,144.75546
X1435,13.47733,144.74936
X1436,13.47739,144.74812
X1438,13.53808,144.90956
X1439,13.61454,144.84145
x1440,13.46392,144.75751
X1441,13.46355,144.76042
X1442,13.46417,144.7583
X1443,13.61721,144.84146
X1444,13.50239,144.77632
x1445,13.46484,144.75587
x1446,13.46373,144.72444
x1447,13.46437,144.75099
X1448,13.50181,144.77585
X1449,13.47755,144.74414
x1450,13.497181,144.80643
x1451,13.63367,144.84447
x1452,13.40885,144.73869
X1454,13.47666,144.73967
x1455,13.46812,144.72606
X1456,13.50468,144.78499
x1457,13.63256,144.84349
X1458,13.61643,144.84143
x1459,13.62668,144.83839
X1460,13.4769,144.7625
x1461a,13.46694,144.72758
x1462,13.49779,144.80499
x1463,13.46784,144.72888
X1465,13.45597,144.76263
x1467,13.4153,144.73604
x1468,13.41211,144.75375
X1469R,13.61401,144.84152
X1470,13.46712,144.73944
X1471,13.53988,144.90945
X1474,13.61524,144.8416
x1477,13.53214,144.91832
X1477a,13.53217,144.91841
X1478,13.61553,144.84128
x1479,13.46525,144.75525
x1482,13.46372,144.7578
x1486,13.50664,144.78581
x1486a,13.6252,144.83748
X1487,13.47754,144.76494
X1488,13.50338,144.77702
X1490,13.61677,144.84157
X1491,13.61613,144.84128
X1492,13.53871,144.91042
X1495,13.4776,144.74626
X1496,13.61559,144.8419
X1497,13.53104,144.80563
X1497a,13.61592,144.84128
X1498,13.49605,144.77101
X1499,13.49598,144.77208
X1500,13.49948,144.77502
X1501,13.53153,144.80563
X1502,13.50023,144.77454
X1503,13.50132,144.77406
X1504,13.50023,144.77487
X1505,13.49599,144.77697
X1506,13.49965,144.77737
X1507,13.53158,144.8052
X1508,13.49537,144.77084
X1509,13.49663,144.77062
X1510,13.50078,144.7748
X1511,13.50345,144.79556
X1512,13.5034,144.79541
X1513,13.50134,144.77562
X1514,13.50518,144.79491
X1515,13.54076,144.90952
X1516,13.49775,144.77411
X1517,13.49549,144.77272
X1518,13.49564,144.7752
X1518a,13.50759,144.79982
X1519,13.49503,144.77561
X1521,13.49967,144.77428
x1522,13.49618,144.776644
X1523,13.47792,144.74176
X1524,13.49456,144.77571
X1525,13.49509,144.77515
X1526,13.52992,144.80589
X1527,13.49799,144.77331
X1528,13.50507,144.79419
X1529,13.50214,144.77285
X1530,13.49615,144.77125
X1531,13.47751,144.74339
X1532,13.50085,144.77373
X1533,13.49522,144.77315
X1534,13.53104,144.80525
X1535,13.50178,144.77086
X1536,13.50027,144.77381
x1536a,13.40963,144.77419
X1538,13.53047,144.80546
X1539,13.5008,144.77525
X1540,13.49534,144.77349
X1541,13.49599,144.77676
X1542,13.50116,144.77082
X1543,13.50081,144.77289
X1544,13.50484,144.77533
X1545,13.47748,144.74771
X1546,13.49962,144.77336
X1547,13.50424,144.77421
X1548,13.50185,144.77422
X1549,13.50231,144.77338
X1550,13.4804,144.74828
X1551,13.53054,144.80595
X1552,13.50135,144.77351
X1553,13.5005,144.77172
X1554,13.52985,144.80552
X1555,13.50303,144.7738
X1556,13.52866,144.80612
X1557,13.37847,144.75012
X1558,13.46736,144.73865
x1559,13.53342,144.87219
X1560,13.47603,144.74132
X1561,13.49262,144.85849
X1562,13.50706,144.80798
X1563,13.56455,144.84155
X1566,13.46701,144.75435
x1567,13.46342,144.72569
x1568,13.50218,144.7756
X1569,13.61459,144.84181
X1571,13.61379,144.84181
X1572,13.61462,144.84169
X1573,13.61362,144.84108
X1575,13.61503,144.84131
X1577,13.56405,144.84221
X1578,13.61331,144.84148
x1579,13.45666,144.76341
X1580,13.61435,144.8416
X1581,13.61424,144.84174
X1582,13.61467,144.8412
X1583,13.56351,144.84242
X1584,13.48023,144.84836
X1585,13.50867,144.80952
X1586,13.47663,144.74323
x1587,13.50965,144.77417
x1588,13.50753,144.8116
X1589,13.47618,144.75014
X1591,13.39587,144.76926
X1596,13.56404,144.84221
x1599,13.5056,144.78473
X1600,13.61634,144.84143
X1602,13.4387,144.79596
X1602A,13.47653,144.74063
X1603,13.47592,144.74046
X1604,13.49706,144.87286
X1605,13.51933,144.89189
X1607,13.50204,144.7713
X1608,13.47643,144.74666
x1610,13.5479,144.81139
x1611,13.43034,144.75546
X1612,13.64047,144.85323
x1612a,13.4981,144.8056
X1613,13.4768,144.74707
X1614,13.58108,144.85501
X1615,13.47618,144.74402
x1616,13.54752,144.81133
x1616a,13.54751,144.81131
X1617,13.47681,144.74371
X1618,13.5362,144.81679
X1619,13.46365,144.78575
x1620,13.43398,144.75647
X1622,13.42053,144.7823
X1623,13.39062,144.77284
x1624,13.53358,144.87112
x1625,13.43733,144.75781
X1627,13.56609,144.84312
x1628,13.40966,144.77258
X1629,13.6137,144.84138
X1630,13.53256,144.9182
x1635,13.4427,144.75439
X1637,13.50857,144.80931
X1638,13.46391,144.78572
X1639,13.56577,144.89923
X1640,13.43416,144.78131
X1641,13.57927,144.89204
X1642,13.44952,144.80321
X1643,13.47638,144.74594
x1643A,13.53783,144.90553
X1644,13.50767,144.80888
X1645,13.53912,144.90919
X1647,13.50804,144.80952
X1648,13.45633,144.76161
X1649,13.50832,144.80925
X1650,13.47598,144.7415
